id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
456,Mighten,16,NFO,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,0,1.44585,0.0,1.4436,0.0,1.37568,0.0,1.41027,0.0,1.40624,0.0,1.39411,0.0,1.41425,0.0,1.47524,0.0,1.39989,0.0,1.44079,0.0,1.40708,0.0,1.34851,0.0,1.43515,0.0,1.40981,0.0,1.4079,0.0
457,Niakhaté,16,NFO,2,DEF,4.5,0.0,1.3,18,75.0,Doubtful,0.1,0,6,2.48173,0.58313,2.57482,0.771,2.16008,0.84156,2.11523,0.86911,2.12045,0.86911,2.23083,0.86911,2.76341,0.86911,2.65643,0.86911,2.05629,0.86911,2.59338,0.86911,2.24557,0.86911,1.88044,0.86911,2.33832,0.86911,2.18904,0.86911,2.69249,0.86911
458,O'Brien,16,NFO,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,2.08001,0.0,2.05956,0.0,1.94819,0.0,2.00788,0.0,2.0112,0.0,1.96779,0.0,2.01475,0.0,2.13658,0.0,1.98996,0.0,2.04874,0.0,2.00238,0.0,1.89983,0.0,2.01889,0.0,2.00708,0.0,1.98649,0.0
459,Ojeda,16,NFO,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Panzo,16,NFO,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,6,1.81288,0.0,1.98863,0.0,1.50144,0.0,1.45264,0.0,1.48157,0.0,1.46376,0.0,1.86502,0.0,1.92185,0.0,1.45787,0.0,1.98917,0.0,1.66042,0.0,1.25609,0.0,1.54944,0.0,1.55396,0.0,2.11698,0.0
461,O.Richards,16,NFO,2,DEF,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,G.Scarpa,16,NFO,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,J.Shelvey,16,NFO,3,MID,4.8,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Surridge,16,NFO,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.1,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Toffolo,16,NFO,2,DEF,4.4,0.3,2.9,41,100.0,Available,0.1,18,54,2.69567,0.71019,2.86903,0.71019,2.40933,0.71019,2.36773,0.71019,2.37363,0.71019,2.49839,0.71019,3.10035,0.71019,2.97943,0.71019,2.30111,0.71019,2.90817,0.71019,2.51505,0.71019,2.10234,0.71019,2.61989,0.71019,2.45116,0.71019,3.02019,0.71019
466,Ui-jo,16,NFO,4,FWD,4.4,0.0,0.0,0,0.0,Unavailable,0.3,0,26,1.57614,0.0,1.56405,0.0,1.52515,0.0,1.57607,0.0,1.45588,0.0,1.4006,0.0,1.50159,0.0,1.74656,0.0,1.42484,0.0,1.56772,0.0,1.5649,0.0,1.40768,0.0,1.58053,0.0,1.45459,0.0,1.53101,0.0
467,Williams,16,NFO,2,DEF,4.3,0.7,1.5,19,,Available,0.2,18,30,2.05966,0.86365,2.22981,0.86365,1.88468,0.86365,1.8524,0.86365,1.85721,0.86365,1.9589,0.86365,2.44959,0.86365,2.35102,0.86365,1.79809,0.86365,2.29293,0.86365,1.97248,0.86365,1.63607,0.86365,2.05794,0.86365,1.9204,0.86365,2.38425,0.86365
468,Wood,16,NFO,4,FWD,5.0,3.0,3.8,75,75.0,Doubtful,1.6,134,3712,3.24865,0.6321,3.15246,0.83285,2.93455,0.9008,3.06802,0.93217,3.00496,0.93217,3.08426,0.93217,3.02692,0.93217,3.57139,0.93217,3.17538,0.93217,3.1143,0.93217,3.28711,0.93217,2.84331,0.93217,3.26034,0.93217,2.95707,0.93217,2.98652,0.93217
469,Worrall,16,NFO,2,DEF,4.3,0.0,1.9,13,100.0,Available,0.1,1,8,2.32539,0.12997,2.42981,0.12997,2.03903,0.12997,1.99677,0.12997,2.00169,0.12997,2.10569,0.12997,2.6075,0.12997,2.50669,0.12997,1.94124,0.12997,2.44729,0.12997,2.11958,0.12997,1.77555,0.12997,2.20698,0.12997,2.06632,0.12997,2.54068,0.12997
470,Yates,16,NFO,3,MID,4.8,1.0,1.4,27,100.0,Available,0.0,5,3,2.38243,0.92215,2.37796,0.92215,2.2724,0.92215,2.36854,0.92215,2.33317,0.92215,2.42258,0.92215,2.42677,0.92215,2.54201,0.92215,2.34526,0.92215,2.46106,0.92215,2.3586,0.92215,2.27853,0.92215,2.45812,0.92215,2.41047,0.92215,2.3798,0.92215
604,Aina,16,NFO,2,DEF,4.5,0.0,2.4,34,0.0,Injured,0.2,2,118,2.69756,0.03713,2.81129,0.70546,2.37069,0.74259,2.32305,0.74259,2.3286,0.74259,2.44585,0.74259,3.01163,0.74259,2.89798,0.74259,2.26043,0.74259,2.831,0.74259,2.46151,0.74259,2.07362,0.74259,2.56005,0.74259,2.40146,0.74259,2.93629,0.74259
636,G.Shelvey,16,NFO,1,GKP,3.9,0.0,0.0,0,,Available,0.0,6,5,2.90462,0.002,3.27944,0.002,2.91095,0.002,2.91154,0.002,3.09609,0.002,3.0626,0.002,3.20049,0.002,3.36449,0.002,3.02911,0.002,2.97958,0.002,3.24404,0.002,3.03794,0.002,3.0437,0.002,3.11055,0.002,3.07281,0.002
637,Powell,16,NFO,2,DEF,3.9,0.0,0.0,0,,Available,0.1,28,22,1.56383,0.00073,1.64915,0.00073,1.32984,0.00073,1.29531,0.00073,1.29933,0.00073,1.38431,0.00073,1.79434,0.00073,1.71197,0.00073,1.24993,0.00073,1.66344,0.00073,1.39566,0.00073,1.11454,0.00073,1.46707,0.00073,1.35214,0.00073,1.73974,0.00073
679,G.Montiel,16,NFO,2,DEF,4.4,1.3,2.4,19,100.0,Available,0.1,49,45,2.61055,0.67912,2.69104,0.67912,2.21614,0.67912,2.17218,0.67912,2.17852,0.67912,2.31261,0.67912,2.95963,0.67912,2.82966,0.67912,2.10057,0.67912,2.75307,0.67912,2.33052,0.67912,1.88693,0.67912,2.44321,0.67912,2.26185,0.67912,2.87347,0.67912
696,Murillo,16,NFO,2,DEF,4.5,0.7,2.0,32,100.0,Available,0.1,25,45,3.09782,0.87057,3.28538,0.87057,2.81085,0.87057,2.77421,0.87057,2.78067,0.87057,2.91716,0.87057,3.57577,0.87057,3.44346,0.87057,2.70132,0.87057,3.3655,0.87057,2.93539,0.87057,2.48386,0.87057,3.05009,0.87057,2.86549,0.87057,3.48806,0.87057
710,Odysseas,16,NFO,1,GKP,4.5,0.0,2.4,12,,Available,0.1,4,23,3.25767,0.06135,3.69696,0.06135,3.26509,0.06135,3.26579,0.06135,3.48207,0.06135,3.44282,0.06135,3.60442,0.06135,3.79663,0.06135,3.40357,0.06135,3.34552,0.06135,3.65547,0.06135,3.41392,0.06135,3.42067,0.06135,3.49901,0.06135,3.45478,0.06135
711,Omobamidele,16,NFO,2,DEF,4.5,0.7,1.0,2,,Available,0.0,6,2,2.54274,0.38737,2.6935,0.38737,2.27967,0.38737,2.24714,0.38737,2.25275,0.38737,2.37132,0.38737,2.94344,0.38737,2.82851,0.38737,2.18382,0.38737,2.76079,0.38737,2.38715,0.38737,1.99491,0.38737,2.4868,0.38737,2.32643,0.38737,2.86726,0.38737
712,Dominguez,16,NFO,3,MID,5.0,1.7,3.2,41,100.0,Available,0.0,10,18,2.80652,0.75945,2.75017,0.75945,2.60337,0.75945,2.70387,0.75945,2.66386,0.75945,2.765,0.75945,2.76973,0.75945,2.90008,0.75945,2.67753,0.75945,2.80852,0.75945,2.69262,0.75945,2.60205,0.75945,2.80519,0.75945,2.75129,0.75945,2.7166,0.75945
713,Sangaré,16,NFO,3,MID,4.9,0.0,1.7,19,0.0,Injured,0.0,0,4,2.50399,0.2804,2.43984,0.47272,2.27666,0.48262,2.34835,0.48262,2.3112,0.48262,2.40512,0.48262,2.40951,0.48262,2.53055,0.48262,2.3239,0.48262,2.44553,0.48262,2.33791,0.48262,2.25381,0.48262,2.44244,0.48262,2.39239,0.48262,2.36018,0.48262
714,Origi,16,NFO,4,FWD,5.0,0.0,0.9,8,0.0,Injured,0.1,6,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,McDonnell,16,NFO,3,MID,4.5,0.0,0.0,0,,Available,0.0,2,1,1.50646,0.20917,1.47764,0.20917,1.40434,0.20917,1.43655,0.20917,1.41986,0.20917,1.46205,0.20917,1.46402,0.20917,1.5184,0.20917,1.42556,0.20917,1.4802,0.20917,1.43186,0.20917,1.39408,0.20917,1.47881,0.20917,1.45633,0.20917,1.44186,0.20917
780,Osong,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,4,3,1.67013,0.20319,1.60896,0.20319,1.50025,0.20319,1.54911,0.20319,1.52056,0.20319,1.55646,0.20319,1.5305,0.20319,1.77699,0.20319,1.59771,0.20319,1.57005,0.20319,1.64829,0.20319,1.44737,0.20319,1.63617,0.20319,1.49888,0.20319,1.51221,0.20319
781,Gardner,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,15,3,1.67013,0.20319,1.60896,0.20319,1.50025,0.20319,1.54911,0.20319,1.52056,0.20319,1.55646,0.20319,1.5305,0.20319,1.77699,0.20319,1.59771,0.20319,1.57005,0.20319,1.64829,0.20319,1.44737,0.20319,1.63617,0.20319,1.49888,0.20319,1.51221,0.20319
801,Reyna,16,NFO,3,MID,5.0,0.0,0.0,0,,Available,0.0,98,7,2.56896,0.66628,2.50612,0.66628,2.34628,0.66628,2.41651,0.66628,2.38012,0.66628,2.47211,0.66628,2.47642,0.66628,2.59498,0.66628,2.39256,0.66628,2.5117,0.66628,2.40628,0.66628,2.32391,0.66628,2.50867,0.66628,2.45965,0.66628,2.4281,0.66628
808,Sels,16,NFO,1,GKP,4.5,0.0,0.0,0,,Available,0.0,30,1,3.4152,0.01067,3.88935,0.01067,3.42321,0.01067,3.42396,0.01067,3.65741,0.01067,3.61504,0.01067,3.78947,0.01067,3.99693,0.01067,3.57268,0.01067,3.51003,0.01067,3.84457,0.01067,3.58385,0.01067,3.59114,0.01067,3.6757,0.01067,3.62796,0.01067
809,Ribeiro,16,NFO,4,FWD,4.5,0.0,0.0,0,,Available,0.0,26,5,1.6952,0.18334,1.63365,0.18334,1.52426,0.18334,1.57342,0.18334,1.54469,0.18334,1.58082,0.18334,1.55469,0.18334,1.80273,0.18334,1.62232,0.18334,1.5945,0.18334,1.67323,0.18334,1.47104,0.18334,1.66103,0.18334,1.52287,0.18334,1.53629,0.18334
27,Trusty,17,SHU,2,DEF,3.9,0.3,1.1,19,,Available,2.2,239,601,2.08708,0.93465,2.14107,0.93465,2.466,0.93465,2.27002,0.93465,2.48777,0.93465,2.20053,0.93465,2.65586,0.93465,1.75144,0.93465,2.22173,0.93465,2.32268,0.93465,2.77863,0.93465,1.95696,0.93465,2.70821,0.93465,2.27423,0.93465,2.33113,0.93465
33,Archer,17,SHU,4,FWD,4.3,1.0,2.8,59,,Available,5.7,1293,3865,2.56431,0.93908,2.71394,0.93908,2.77693,0.93908,2.55527,0.93908,2.75366,0.93908,2.66299,0.93908,3.19827,0.93908,2.51575,0.93908,2.68678,0.93908,2.65137,0.93908,3.03804,0.93908,2.81141,0.93908,3.23878,0.93908,2.96158,0.93908,2.81756,0.93908
255,Holgate,17,SHU,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.4,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,McAtee,17,SHU,3,MID,4.4,3.7,2.7,52,100.0,Available,0.7,495,354,2.61381,0.93011,2.60326,0.93011,2.58818,0.93011,2.54739,0.93011,2.63797,0.93011,2.59576,0.93011,2.78146,0.93011,2.45119,0.93011,2.63902,0.93011,2.63367,0.93011,2.72954,0.93011,2.53057,0.93011,2.76059,0.93011,2.58285,0.93011,2.63044,0.93011
471,Ahmedhodžić,17,SHU,2,DEF,4.3,0.0,1.2,21,100.0,Available,0.2,24,26,2.5854,0.88084,2.59391,0.88084,2.97824,0.88084,2.65164,0.88084,2.88739,0.88084,2.5122,0.88084,3.10694,0.88084,1.92562,0.88084,2.53989,0.88084,2.67175,0.88084,3.2673,0.88084,2.19406,0.88084,3.17532,0.88084,2.60847,0.88084,2.68279,0.88084
472,Amissah,17,SHU,1,GKP,3.9,0.0,0.0,0,,Available,0.3,13,34,3.0626,0.002,3.0384,0.002,3.13798,0.002,2.85201,0.002,3.10764,0.002,3.15603,0.002,3.36449,0.002,3.12959,0.002,3.11055,0.002,2.94966,0.002,3.03599,0.002,2.84973,0.002,3.22557,0.002,3.24404,0.002,2.94863,0.002
473,Baldock,17,SHU,2,DEF,3.8,0.0,1.7,19,0.0,Injured,5.6,425,2155,1.86357,0.48585,1.87366,0.58302,2.14512,0.61541,1.91461,0.61541,2.10046,0.63484,1.82253,0.63484,2.26311,0.63484,1.38799,0.63484,1.84304,0.63484,1.94072,0.63484,2.3819,0.63484,1.58685,0.63484,2.31376,0.63484,1.89384,0.63484,1.9489,0.63484
474,Basham,17,SHU,2,DEF,3.9,0.0,1.0,8,0.0,Injured,0.4,4,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Bogle,17,SHU,2,DEF,4.5,0.3,1.7,33,100.0,Available,0.1,34,31,2.29608,0.93643,2.35871,0.93643,2.76927,0.93643,2.51761,0.93643,2.7776,0.93643,2.42888,0.93643,2.98167,0.93643,1.88367,0.93643,2.45462,0.93643,2.57718,0.93643,3.13072,0.93643,2.13318,0.93643,3.04523,0.93643,2.51836,0.93643,2.58744,0.93643
477,Brewster,17,SHU,4,FWD,4.9,-0.7,0.6,5,100.0,Available,0.0,11,7,1.40292,0.62381,1.47139,0.62381,1.48493,0.62381,1.32439,0.62381,1.43243,0.62381,1.37781,0.62381,1.70027,0.62381,1.28911,0.62381,1.39214,0.62381,1.37081,0.62381,1.60374,0.62381,1.46722,0.62381,1.72468,0.62381,1.55768,0.62381,1.47093,0.62381
478,Coulibaly,17,SHU,3,MID,4.4,0.0,0.0,0,100.0,Available,0.0,9,5,1.22061,7e-05,1.21319,7e-05,1.20404,7e-05,1.18383,7e-05,1.21519,7e-05,1.19905,7e-05,1.27007,7e-05,1.14376,7e-05,1.2156,7e-05,1.21355,7e-05,1.25021,7e-05,1.17412,7e-05,1.26209,7e-05,1.19412,7e-05,1.21231,7e-05
479,A.Davies,17,SHU,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.2,14,10,3.0626,0.00202,3.0384,0.00202,3.13798,0.00202,2.85201,0.00202,3.10764,0.00202,3.15603,0.00202,3.36449,0.00202,3.12959,0.00202,3.11055,0.00202,2.94966,0.00202,3.03599,0.00202,2.84973,0.00202,3.22557,0.00202,3.24404,0.00202,2.94863,0.00202
480,Egan,17,SHU,2,DEF,4.3,0.0,0.2,1,0.0,Injured,0.1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Fleck,17,SHU,3,MID,4.9,0.0,0.8,3,100.0,Available,0.0,2,0,1.68365,0.09128,1.67112,0.09128,1.65567,0.09128,1.62155,0.09128,1.6745,0.09128,1.64725,0.09128,1.76715,0.09128,1.5539,0.09128,1.67518,0.09128,1.67173,0.09128,1.73363,0.09128,1.60516,0.09128,1.75367,0.09128,1.63892,0.09128,1.66964,0.09128
482,Foderingham,17,SHU,1,GKP,4.5,1.3,2.3,53,,Available,0.3,47,74,3.61923,0.25486,3.58958,0.14107,3.7116,0.11465,3.36121,0.11465,3.67442,0.0694,3.73372,0.0694,3.98913,0.0694,3.70132,0.0694,3.67798,0.0694,3.48086,0.0694,3.58663,0.0694,3.35841,0.0694,3.81892,0.0694,3.84155,0.0694,3.4796,0.0694
483,Jebbison,17,SHU,4,FWD,4.8,0.0,0.0,0,25.0,Doubtful,0.0,6,5,1.70974,0.04888,1.74895,0.1894,1.74339,0.39102,1.55709,0.51932,1.68246,0.58042,1.61908,0.61097,1.99329,0.61097,1.51615,0.61097,1.63571,0.61097,1.61095,0.61097,1.88127,0.61097,1.72283,0.61097,2.02161,0.61097,1.82782,0.61097,1.72714,0.61097
484,Lowe,17,SHU,2,DEF,4.3,0.0,0.9,6,50.0,Doubtful,0.0,1,2,1.91691,0.20081,1.90957,0.41457,2.19664,0.5506,1.95287,0.61538,2.14942,0.64777,1.85549,0.64777,2.32142,0.64777,1.39596,0.64777,1.87719,0.64777,1.98049,0.64777,2.44705,0.64777,1.60626,0.64777,2.37499,0.64777,1.93092,0.64777,1.98914,0.64777
485,McBurnie,17,SHU,4,FWD,5.4,3.7,3.1,40,100.0,Available,0.1,85,74,2.89774,0.6427,2.98487,0.6427,2.98936,0.6427,2.66273,0.6427,2.89418,0.6427,2.77717,0.6427,3.468,0.6427,2.58714,0.6427,2.80786,0.6427,2.76217,0.6427,3.2612,0.6427,2.96871,0.6427,3.52028,0.6427,3.16252,0.6427,2.97666,0.6427
486,Ndiaye,17,SHU,4,FWD,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Norrington-Davies,17,SHU,2,DEF,3.9,0.0,0.2,1,100.0,Available,0.2,20,46,0.92012,0.81968,1.02308,0.81968,1.30887,0.81968,1.19187,0.81968,1.35923,0.81968,1.15159,0.81968,1.48074,0.81968,0.82695,0.81968,1.16691,0.81968,1.23989,0.81968,1.56948,0.81968,0.97552,0.81968,1.51858,0.81968,1.20487,0.81968,1.246,0.81968
488,Norwood,17,SHU,3,MID,4.8,0.3,1.8,35,100.0,Available,0.0,3,11,2.52457,0.59933,2.55577,0.59933,2.56943,0.59933,2.51359,0.59933,2.60024,0.59933,2.55565,0.59933,2.75186,0.59933,2.4029,0.59933,2.60136,0.59933,2.5957,0.59933,2.69699,0.59933,2.48677,0.59933,2.7298,0.59933,2.54201,0.59933,2.59229,0.59933
489,Osborn,17,SHU,3,MID,4.8,0.3,1.0,10,100.0,Available,0.0,4,5,1.53956,0.39313,1.57318,0.39313,1.58204,0.39313,1.57432,0.39313,1.64388,0.39313,1.6197,0.39313,1.7261,0.39313,1.53686,0.39313,1.64449,0.39313,1.64142,0.39313,1.69635,0.39313,1.58235,0.39313,1.71414,0.39313,1.61231,0.39313,1.63957,0.39313
490,Osula,17,SHU,4,FWD,4.3,2.0,1.3,18,100.0,Available,1.2,231,733,1.73628,0.89296,1.80092,0.89296,1.82081,0.89296,1.66507,0.89296,1.80645,0.89296,1.74448,0.89296,2.11036,0.89296,1.64384,0.89296,1.76074,0.89296,1.73654,0.89296,2.00084,0.89296,1.84593,0.89296,2.13805,0.89296,1.94857,0.89296,1.85014,0.89296
576,Robinson,17,SHU,2,DEF,4.4,0.7,0.9,20,100.0,Available,0.1,6,11,2.32336,0.93772,2.38671,0.93772,2.75136,0.93772,2.51003,0.93772,2.72707,0.93772,2.40846,0.93772,2.91351,0.93772,1.91034,0.93772,2.43198,0.93772,2.54395,0.93772,3.04969,0.93772,2.1383,0.93772,2.97158,0.93772,2.49021,0.93772,2.55333,0.93772
587,Slimane,17,SHU,3,MID,4.7,0.3,0.9,10,100.0,Available,0.0,0,2,1.77745,0.62926,1.80003,0.62926,1.80884,0.62926,1.79808,0.62926,1.85359,0.62926,1.82502,0.62926,1.95071,0.62926,1.72717,0.62926,1.8543,0.62926,1.85068,0.62926,1.91556,0.62926,1.7809,0.62926,1.93658,0.62926,1.81629,0.62926,1.84849,0.62926
592,Larouci,17,SHU,2,DEF,4.3,0.3,0.7,5,100.0,Available,0.0,2,5,1.82449,0.28556,1.8462,0.28556,2.15005,0.28556,1.94518,0.28556,2.13353,0.28556,1.85186,0.28556,2.29836,0.28556,1.41148,0.28556,1.87265,0.28556,1.97165,0.28556,2.41875,0.28556,1.61302,0.28556,2.3497,0.28556,1.92414,0.28556,1.97993,0.28556
593,T.Bénie,17,SHU,4,FWD,5.1,0.0,1.4,11,0.0,Unavailable,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Vini Souza,17,SHU,3,MID,5.0,2.0,1.8,40,100.0,Available,0.0,5,8,2.75334,0.92533,2.76779,0.92533,2.76658,0.92533,2.72363,0.92533,2.81845,0.92533,2.77718,0.92533,2.95875,0.92533,2.63582,0.92533,2.81948,0.92533,2.81424,0.92533,2.90798,0.92533,2.71344,0.92533,2.93834,0.92533,2.76456,0.92533,2.81109,0.92533
653,Seriki,17,SHU,2,DEF,3.9,0.0,0.0,0,,Available,0.1,57,21,1.38431,0.00031,1.37836,0.00031,1.6109,0.00031,1.41344,0.00031,1.57265,0.00031,1.33457,0.00031,1.71197,0.00031,0.96234,0.00031,1.35214,0.00031,1.43582,0.00031,1.81373,0.00031,1.13269,0.00031,1.75536,0.00031,1.39566,0.00031,1.44282,0.00031
654,Marsh,17,SHU,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,3,1.42288,0.0,1.5892,0.0,1.47666,0.0,1.44988,0.0,1.5385,0.0,1.38358,0.0,1.70034,0.0,1.42011,0.0,1.46622,0.0,1.41809,0.0,1.54499,0.0,1.39706,0.0,1.72921,0.0,1.57687,0.0,1.46726,0.0
655,Brooks,17,SHU,3,MID,4.4,1.0,1.4,15,,Available,0.0,4,7,1.63316,0.83699,1.65787,0.83699,1.67501,0.83699,1.68435,0.83699,1.7557,0.83699,1.73094,0.83699,1.83986,0.83699,1.64615,0.83699,1.75632,0.83699,1.75318,0.83699,1.8094,0.83699,1.69271,0.83699,1.82761,0.83699,1.72337,0.83699,1.75128,0.83699
656,Hackford,17,SHU,4,FWD,4.4,0.0,1.0,2,0.0,Unavailable,0.1,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Hamer,17,SHU,3,MID,5.0,2.3,2.8,58,100.0,Available,0.2,53,64,3.02863,0.93403,3.05762,0.93403,3.08031,0.93403,3.05527,0.93403,3.1992,0.93403,3.14055,0.93403,3.39859,0.93403,2.93967,0.93403,3.20067,0.93403,3.19323,0.93403,3.32644,0.93403,3.04998,0.93403,3.36958,0.93403,3.12262,0.93403,3.18874,0.93403
666,T.Davies,17,SHU,3,MID,5.0,0.3,0.8,3,50.0,Doubtful,0.0,2,2,1.14499,0.30252,1.15408,0.62455,1.16115,0.80864,1.15533,0.86144,1.20964,0.88029,1.19082,0.88029,1.27363,0.88029,1.12636,0.88029,1.21011,0.88029,1.20772,0.88029,1.25047,0.88029,1.16175,0.88029,1.26432,0.88029,1.18507,0.88029,1.20629,0.88029
693,Thomas,17,SHU,2,DEF,4.0,0.0,0.6,7,0.0,Unavailable,0.1,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Oné,17,SHU,3,MID,4.4,0.0,1.0,1,,Available,0.0,4,1,1.25129,0.01418,1.24434,0.01418,1.23578,0.01418,1.21688,0.01418,1.24622,0.01418,1.23112,0.01418,1.29755,0.01418,1.1794,0.01418,1.24659,0.01418,1.24468,0.01418,1.27898,0.01418,1.2078,0.01418,1.29008,0.01418,1.2265,0.01418,1.24352,0.01418
731,Buyabu,17,SHU,2,DEF,4.0,0.0,0.0,0,,Available,0.0,10,3,1.45192,0.00479,1.44586,0.00479,1.68289,0.00479,1.48162,0.00479,1.6439,0.00479,1.40122,0.00479,1.78591,0.00479,1.02181,0.00479,1.41913,0.00479,1.50442,0.00479,1.88963,0.00479,1.19544,0.00479,1.83013,0.00479,1.46349,0.00479,1.51156,0.00479
759,Peck,17,SHU,3,MID,4.4,0.0,1.0,1,,Available,0.0,1,1,1.322,0.05344,1.31493,0.05344,1.30622,0.05344,1.28698,0.05344,1.31684,0.05344,1.30147,0.05344,1.36907,0.05344,1.24885,0.05344,1.31722,0.05344,1.31527,0.05344,1.35017,0.05344,1.27774,0.05344,1.36147,0.05344,1.29678,0.05344,1.3141,0.05344
775,Brereton Díaz,17,SHU,3,MID,5.0,5.3,5.3,16,100.0,Available,0.2,575,201,2.77363,0.85978,2.77549,0.85978,2.77203,0.85978,2.76069,0.85978,2.8728,0.85978,2.82319,0.85978,3.04147,0.85978,2.65326,0.85978,2.87404,0.85978,2.86775,0.85978,2.98043,0.85978,2.74657,0.85978,3.01693,0.85978,2.80802,0.85978,2.86395,0.85978
790,Grbić,17,SHU,1,GKP,4.5,0.0,0.0,0,0.0,Injured,0.0,3,1,3.44878,0.68514,3.42031,0.79893,3.53745,0.82535,3.20107,0.82535,3.50176,0.94839,3.55868,0.94839,3.80388,0.94839,3.52758,0.94839,3.50518,0.94839,3.31594,0.94839,3.41748,0.94839,3.19839,0.94839,3.64047,0.94839,3.6622,0.94839,3.31473,0.94839
